,Movie,Year,Genre,Rating,Url,Synopsis,Downloads
307,Evil Stepmom,2021,Drama,4.4 / 10,https://yts.rs/movie/evil-stepmom-2021," Twins Annabelle (Hannah Vandenbygaart) and Gabriella (Julia Lalonde) love playing soccer and are coached by their dad, Tim (Randy Thomas), who is a widower. Ready to see their dad start dating again, Annabelle sets up a dating profile for Tim. Gabriella isn't ready to see their dad move on but, with encouragement from Annabelle, reluctantly agrees to go along with her plan. When Bethany (Emily Clarke), a transfer student, joins the girls' soccer team, Annabelle realizes Bethany's mom, Caroline (Tara Spencer-Nairn), has matched with their dad on his dating profile. Excited, Annabelle immediately bonds with Bethany to ensure her dad and Caroline hit it off-and they do. But Gabriella is suspicious of Caroline and Bethany's intentions: Caroline quickly goes from dating Tim to getting engaged and pregnant, while Bethany drives a wedge between Annabelle and Gabriella, harassing Gabriella at every turn. Determined to prove Caroline and Bethany are up to no good, Gabriella learns Caroline is actually Bethany's older sister, and the pair have been taking advantage of wealthy single fathers for years. Now, Gabriella must convince Annabelle to help her remove the women from their lives before Caroline can become their evil stepmom. —Jakkepoes ",5757
308,First Love: Litter on the Breeze,1997,Drama,6.9 / 10,https://yts.rs/movie/first-love-litter-on-the-breeze-1997," Director Eric Kot discusses the process of developing a love story, playing with various probabilities, and highlighting character feelings. These monologues are intercut with dramatizations of his evolving narrative. ",1818
309,Walk on the Wild Side,1962,DramaRomance,6.8 / 10,https://yts.rs/movie/walk-on-the-wild-side-1962," At the Doll House, a 1930's New Orleans bordello, Hallie is the main attraction both for clients and for Jo, the madame. Her comfortable if tedious life is disrupted by the arrival in town of Dove Linkhorn, her true love of three years before who is now searching for her. When Linkhorn learns the truth of her profession he triggers a chain of events involving a number of people, including the young Kitty with whom he travelled from Texas and who is now the Doll House newest recruit. —Jeremy Perkins {J-26} ",4242
310,The Year of the Everlasting Storm,2021,Mystery,5.9 / 10,https://yts.rs/movie/the-year-of-the-everlasting-storm-2021," Featuring seven stories from seven auteurs from around the world, the film chronicles this unprecedented moment in time, and is a true love letter to the power of cinema and its storytellers. ",5454
311,Paradox Lost,2021,ComedySci-Fi,5.5 / 10,https://yts.rs/movie/paradox-lost-2021," Fearing he'll never be a success, Barnaby Bates, a struggling LA comedy writer, pulls away from a blossoming romantic relationship with Rose, an empathetic young photographer, in order to focus on his career. Things get complicated when he's visited by a mysterious stranger from the future who warns that the world as Barnaby knows it will soon be coming to an end. ",7979
312,Strings,2021,Horror,3.8 / 10,https://yts.rs/movie/strings-2021," Ben is being placed in his third foster home. His new single father and siblings are his ""last chance"" for a family. After moving into a new home, the group begins to have frightening visions of a witch. The group must put their differences aside in order to conquer their fears. They must learn to be a family. ",6565
313,Hallucination Generation,1966,Drama,4.9 / 10,https://yts.rs/movie/hallucination-generation-1966," A drama set in Spain where a small group of American young adults is living. The leader of the group is a drug dealer. The others are there living carefree lives as beatniks. The leader has more nefarious aims in mind, and uses drugs to lure the others into lives of crime. Most of the film is in black and white, but there is a psychedelic sequence depicting the purported effects of the group using LSD which was filmed in color. Purportedly intended as a warning against the dangers of pill-popping Sixties hedonism along the lines of 1936's Reefer Madness, the film's primary purpose appears to have been titillation, thus landing it in the genre of exploitation cinema. —Ulf Kjell Gür ",2525
314,The White Rose,1982,BiographyCrime,7.1 / 10,https://yts.rs/movie/the-white-rose-1982," During the Second World War, a small group of students at Munich University begin to question the decisions and sanity of Germany's Nazi government. The students form a resistance cell which they name the ""White Rose"" after a newsletter that is secretly distributed to the student body. At first small in numbers and fearful of discovery, the White Rose begins to gain massive support after a Nazi Gauleiter nearly incites a student riot after a provokative speech. At this point, the matter is taken over by the German Gestapo, who pledge to hunt down and destroy the members of the White Rose. —Anthony Hughes ",3434
315,Heaven,2020,Drama,5.7 / 10,https://yts.rs/movie/heaven-2020," Set between Heaven and Earth, ""HEAVEN"" tells the story of Jonathan Stone, a middle-aged paramedic who struggles to find meaning in the midst of his everyday life, until he wakes up one day in ""HEAVEN"" and discovers that his life had more meaning than he could ever have imagined. It follows the life and afterlife of Jonathan Stone and the lives of those around him from his past, present and future. ",5757
316,Hotel De Sade,2013,DramaHorror,4.1 / 10,https://yts.rs/movie/hotel-de-sade-2013," Believing that he killed his daughter instead of saving her from kidnappers, Zhang Li is dismantled. He finds himself lured to China seeking solace in pain and blood at Paradise Hotel where every carnal and beastly desire is satiated. With a savage boss, the terrifying Burnt Man at the helm of the underground brothel, no perversion is turned away. —Anonymous ",3030
317,The Creature Walks Among Us,1956,HorrorSci-Fi,5.8 / 10,https://yts.rs/movie/the-creature-walks-among-us-1956," In this third Gill-Man feature, the Creature is captured and turned into an air-breather by a rich mad scientist. This makes the Creature very unhappy, and he escapes, killing people and setting fires in the process. —Marty McKee ",8585
318,Christmas Freak (aka Xmas Freak),2021,ActionComedy,6.7 / 10,https://yts.rs/movie/christmas-freak-aka-xmas-freak-2021," Christmas is the greatest achievement in human history. But when Rudy's father left home on Christmas day 30 years ago, Rudy promises to do Christmas again every day until his father returned. 30 years later, Rudy is still celebrating Christmas every day. And despite all the Christmas joy, Rudy still has no father, no future, and no friends. But Rudy is sure that Christmas brings out the best in us all. Clarice, his co-worker at the assisted living center Moonracer's, thinks Rudy is cute. Clarice is also a little quirky. Lonely and desperate for friends, Rudy fantasizes that he is cool like the guy he always sees on the train. One day, the cool guy drops his scarf and Rudy picks it up. He convinces himself the scarf magically makes him cool too so he decides to throw a Christmas party (even though it's really Valentine's Day). A chance encounter with the cool guy from the train takes Rudy on a crazy trip through his obsession with Christmas and the loss of his father - and how the greatest achievement in human history is nothing to celebrate without someone to celebrate it with. —Sean Brown ",4242
319,Fanny's Journey,2016,DramaWar,7 / 10,https://yts.rs/movie/fannys-journey-2016," Fanny is a Jewish girl in a French orphanage in 1943. When she and her friends are no longer safe from the Nazis, they try to flee to Switzerland. After their guide disappears, Fanny has to take the lead and help the other kids make it over the mountains. ",4242
320,The Night House,2020,HorrorMystery,6.7 / 10,https://yts.rs/movie/the-night-house-2020, A widow begins to uncover her recently deceased husband's disturbing secrets. ,205333
321,Masquerade,1965,AdventureComedy,5.7 / 10,https://yts.rs/movie/masquerade-1965, The British send an American and a war hero to kidnap and hide an oil-country prince. ,4242
322,Memoirs of a Black Girl,2021,Drama,3 / 10,https://yts.rs/movie/memoirs-of-a-black-girl-2021," Memoirs of a Black Girl is a Coming-of-Age story of a girl and her friends who are forced to grow up and make tough decisions. Aisha Johnson, an astute and bright student, is one of the finalists for a coveted scholarship. One day after Aisha does the right thing, her life spirals out of control and her once-promising future is in jeopardy. Aisha learns to survive, navigate life at school and on the streets of Roxbury while keeping her eyes on the prize. ",3939
323,Lou! Journal infime,2014,Comedy,6.1 / 10,https://yts.rs/movie/lou-journal-infime-2014," 12 1/2 Lou lives alone with her absurdly immature mother, Emma. She spends her days playing with cat, eating at a italian restaurant, and spying on her dreamy neighbor Tristan, obsessively journaling his every move. But all this changes with arrival of the new bohemian neighbor, Richard, who ignites her goofy mother's romantic interest and triggers a series of increasingly embarrassing episodes. —TV ",2929
324,Cyst,2020,ComedyHorror,4.5 / 10,https://yts.rs/movie/cyst-2020," In the early 1960s, a small-town doctor invents a machine that uses laser technology to remove skin abnormalities. He pulls out all stops to make sure his final chance to get the patent on his ""Get Gone"" machine goes smoothly but his nurse thinks the machine is dangerous and not ready. The struggle between the two causes the machine to malfunction creating a cyst monster that goes on a rampage in the doctor's office. ",7777
325,Angels' Wild Women,1972,Action,3.7 / 10,https://yts.rs/movie/angels-wild-women-1972, Rowdy biker women get more than they bargained for after joining a commune. ,6464
326,Colour of the Game,2017,Action,5.5 / 10,https://yts.rs/movie/colour-of-the-game-2017," Da Hua, Ah Chun and a few others find themselves involved in wild and dangerous adventures when they get caught in a showdown between the China Mainland Police and Hong Kong bandits. ",3939
327,Eating Cars,2021,ComedyCrime,3.8 / 10,https://yts.rs/movie/eating-cars-2021," Max, a failed writer, goes in search of her estranged girlfriend while simultaneously, trying to unload a large quantity of drugs she stole off her bosses to pay for a trip back East to care for her dying mother. She also might have her dead sister in the trunk of her car. —anonymous ",3434
328,Hero,1997,ActionDrama,6.2 / 10,https://yts.rs/movie/hero-1997," Ma Wing Jing and his older brother Ma Tai Chueng arrive in Shanghai to make their fortune at the end of the Qin Dynasty. Be-friending a powerful mobster (Tam Sei) Wing Jing is given his nightclub in return for saving Tam Sei's life. Unfortunately, another Gangster wants the territory a well. Corruption and violence rule the streets as Wing Jing and Tam Sei must battle not only the rival gangs but the corrupt police officials as well. —R. L. Strong ",3232
329,Because of Charley,2021,ComedyDrama,4.3 / 10,https://yts.rs/movie/because-of-charley-2021," An estranged racially-mixed stepfamily reluctantly gathers at a Central Florida home for an anniversary party, fully intending to keep the visit brief - but Hurricane Charley takes an unexpected turn that changes everything. ",5151
330,Black as Night,2021,DramaHorror,3.9 / 10,https://yts.rs/movie/black-as-night-2021," A teenage girl with self-esteem issues finds confidence in the most unlikely way, by spending her summer battling vampires that prey on New Orleans' disenfranchised with the help of her best friend, the boy she's always pined for, and a peculiar rich girl. ",12625
331,Satan's Sadists,1969,ActionDrama,4.9 / 10,https://yts.rs/movie/satans-sadists-1969," The ""Satans"" are a very cruel biker gang led by Anchor. The gang goes to a diner in the middle of nowhere in the California desert where they begin to terrorize Lew and his patrons and his waitress, Tracy. After a little killing, one of the patrons named Johnny manages to escape from the bikers into the desert. They need to reach a town before the Satans catch up to them and kill them. —Josh Pasnak ",3333
332,Yowamushi Pedal,2020,ComedyDrama,6.4 / 10,https://yts.rs/movie/yowamushi-pedal-2020," Onoda is a high school student who could easily be described as a nerd. Yes, he is into animation a little too much for some tastes and spends a lot of time alone going through his favourite new and old titles. Conseqntely, he is not exactly a fitness fiend. Nonetheless, he signs up for the bicycle racing club and lo and behold he finds that he has a penchant for it. The exercise does him good in fitness, in his self confidence and also garners him new friendships. —aghaemi ",4545
333,Under the Volcano,2021,Documentary,7.8 / 10,https://yts.rs/movie/under-the-volcano-2021," On a remote Caribbean island, under the shadow of an active volcano, the world's biggest recording artists made music and myth that defined an era. ",5858
334,Stop and Go,2021,ComedyDrama,5.3 / 10,https://yts.rs/movie/stop-and-go-2021, Two directionless sisters brave a cross-country road trip to rescue their grandmother from a COVID outbreak at her nursing home. ,5151
335,Pushover,1954,CrimeDrama,7.1 / 10,https://yts.rs/movie/pushover-1954," A bank heist yields $210,000. Soon, sultry Lona McLane, girlfriend of one of the robbers, meets Paul Sheridan and has a torrid affair. When she finds out Paul's a cop, to save herself she sets out to corrupt him. He's a pushover. But it won't be easy for Paul to get his hands on the money when he's part of a complex, peeping-tom stakeout. Soon, he's in much deeper than he'd planned, amid atmospheric night scenes. —Rod Crawford ",4545
336,The Devil's 8,1969,ActionCrime,5.2 / 10,https://yts.rs/movie/the-devils-8-1969, A federal agent rounds up eight convicts to help fight a vicious moonshine gang. ,3636
337,The Loner,1987,ActionCrime,5.9 / 10,https://yts.rs/movie/the-loner-1987, A cop is looking for the killer of his friend. ,3232
338,Insanity,2014,MysteryThriller,5.8 / 10,https://yts.rs/movie/insanity-2014," After the death of his son, Fan Kwok Sang develops a mental disorder and accidentally kills his wife, Wai Ling, in front of her mother. He was then committed to a psychiatric hospital and after three years Dr. Chow Ming Kit believes Fan is ready to be released . However, Fan can't adjust to his new life, especially with his Mother-in-Law paying often, troublesome visits. Dr. Chow begins to obsess over Fan's treatment to preserve his status and reputation. —Lillie ",3131
339,Concrete Romance,2007,CrimeThriller,6.1 / 10,https://yts.rs/movie/concrete-romance-2007, A climax of brutality and violence after a young man hits some cars in a rush. ,2828
340,Butch Camp,1996,Comedy,5.4 / 10,https://yts.rs/movie/butch-camp-1996," Closeted young gay man gets fed up with being pushed around and signs up for ""Butch Camp"", a macho-training boot camp run by a very butch lesbian. —Matthew Fillmore ",10100
341,Mann V. Ford,2010,Documentary,7 / 10,https://yts.rs/movie/mann-v-ford-2010, Follows the Ramapough Indians and their legal team as they take on Ford and the EPA. ,3838
342,Southern Rites,2015,Documentary,6.5 / 10,https://yts.rs/movie/southern-rites-2015," SOUTHERN RITES visits Montgomery County, Ga., one year after the town merged its racially segregated proms, and during a historic election campaign that may lead to its first African-American sheriff. Acclaimed photographer Gillian Laub, whose photos first brought the area unwanted notoriety, documents the repercussions when a white town resident is charged with the murder of a young black man. The case divides locals along well-worn racial lines, and the ensuing plea bargain and sentencing uncover complex truths and produce emotional revelations. ",3636
343,Heroes,2020,DocumentarySport,7.6 / 10,https://yts.rs/movie/heroes-2020," A new feature-length film focusing on the lives of five motor racing legends will be unveiled this July, in the week leading up to the British Grand Prix. The film, Heroes, has been written and directed by Manish Pandey, who ten years ago wrote the screenplay for the award-winning Senna.This new movie - commissioned by the Motorsport Network - brings together drivers from F1, sportscars and rallying who tell their stories to each other over an evening in an English stately home.The four racers are two-time Formula 1 world champion Mika Häkkinen, former Ferrari grand prix ace Felipe Massa, nine-time Le Mans winner Tom Kristensen and World Rally Championship runner-up Michèle Mouton.""I wanted to get racers of different ages and disciplines together but in a location that was out of their comfort zone,"" says Pandey. ""When you dig down into these characters, you discover - no matter what their background is - how much they have in common.""Though the motor racing disciplines differ, the stories they share across ten chapters in the film are broadly similar: their love of four wheels growing up, their big breaks, successes, failures, personal struggles and life-threatening accidents. Supplementing their narratives is a wealth of archive material, either gleaned from their personal collections or from the extensive library held at Formula 1 TV's headquarters at Biggin Hill.Heroes has unearthed some previously unseen archive from key races such as Jerez 1997 (Mika Häkkinen's first win), Interlagos 2008 (when Felipe Massa lost the world championship) and Monza 2006 (when Michael Schumacher's retirement was announced). Of the 65 minutes of archive in the film, over three quarters of it is from the F1 library.""Movie-making is very technical and there is always a formula,"" Pandey says, explaining the details of production. ""There are three acts. After a short setup where you're introduced to the characters, suddenly there is a twist. That sets you up for the next journey in the film before the final act, which is where everything changes.""There are techniques you can deploy. However, documentary film-makers have a responsibility when they tell the story of a living or deceased person because it needs to be the truth.""The final protagonist in the story is Michael Schumacher, who at some stage in his career has either worked or raced against the other four racers in the film. Häkkinen's first experience of racing Schumacher was at Macau in F3, before those epic Suzuka showdowns in the late '90s and early 2000s. Massa gets his big break as Schumacher's team-mate in 2006 and looked up to him as a father figure.After Tom Kristensen beat Häkkinen in the Formula Nordic A-Class karting championship in 1985, he raced alongside Schumacher in a handful of Formula 3 races - before encountering him again in the annual Race of Champions, an event organised and run by... Michèle Mouton.""It became clear with the drivers we had that while they would tell the stories of their lives, they would also be able to shine a little light on different facets of Michael,"" says Pandey. ""All four of them have Michael in common and I wanted him to be the fifth story. In the years since his skiing accident I've begun to appreciate the immensity of what he achieved on the track and the absolute love that surrounded him - especially at Ferrari."" ",6565
344,My Samurai,1992,Action,3.9 / 10,https://yts.rs/movie/my-samurai-1992," A boy, Peter McCrea, witnesses a gangland murder. He turns to his martial arts teacher, Young Park, to help defend him from the gangsters. On the run from both the gang and the police, Peter learns self-defense and the courage to face his fears. —Joe Grim ",3737
345,Manhunt: The Inside Story of the Hunt for Bin Laden,2013,DocumentaryHistory,6.9 / 10,https://yts.rs/movie/manhunt-the-inside-story-of-the-hunt-for-bin-laden-2013," Filled with testimony and recollections from actual C.I.A. agents, this in-depth account reveals the remarkable true story of the pursuit of the world's most notorious terrorist, Osama bin Laden. ",6666
346,The Tiger Mafia,2016,Documentary,7 / 10,https://yts.rs/movie/the-tiger-mafia-2016, The planets favourite wild creature speed bred and factory farmed for body parts ,4444
347,How to Dance in Ohio,2015,DocumentaryDrama,7.8 / 10,https://yts.rs/movie/how-to-dance-in-ohio-2015," In Columbus, Ohio, a group of teenagers and young adults on the autism spectrum prepare for an iconic American rite of passage -- a Spring Formal. They spend 12 weeks practicing their social skills in preparation for the dance at a local nightclub. Working with their psychologist, they take the challenges expressed in their respective therapy groups from one level to the next: picking dates, dresses, and, ultimately, a King and Queen of the Prom. —Alexandra Shiva ",8080
348,White Girl Apokalypse,2021,ComedyHorror,2.8 / 10,https://yts.rs/movie/white-girl-apokalypse-2021," A basic white girl finds herself in the middle of the zombie apocalypse, forcing her to decide what is more important, survival or Starbucks? When she meets a group of survivors with conflicting personalities, tempers fly. In the apocalypse, humans pose more of a threat than the undead. ",5353
349,Speak Up,2017,Documentary,7.3 / 10,https://yts.rs/movie/speak-up-2017," [Ouvrir La Voix] SPEAK UP/MAKE YOUR WAY focuses on our common identities : ""woman"" and ""black"", whilst highlighting the diversity of Afropean diasporas. This documentary explores the intersections of discrimination, art and blackness. SPEAK UP/MAKE YOUR WAY is about black women reclaiming the narrative. ",3030
350,The Christmas Waltz,2020,DramaFamily,7.2 / 10,https://yts.rs/movie/the-christmas-waltz-2020," Avery, a Manhattan contract lawyer, has long dreamed of a fantasy Christmas wedding, something that her fiancé David has obliged despite their respective extremely busy work schedules. She also dreams of having an elegant first dance, ballroom which neither she or David know how to do. As such, especially as she is the type of person who needs to do things well or not do them at all, she wants to sign them up for a couple of waltz lessons. When with just over three weeks until the wedding David makes a unilateral decision that she sees as placing his career over her, Avery responds by breaking up with him. Remembering back to her childhood when she did take a few dance classes, with she further reminded by her parents that they pulled her from those classes in focusing on other activities at which she had greater aptitude, Avery ultimately decides to keep the ten waltz lessons up for which she signed her and David, she now going in solo under the tutelage of the dance school's owner, Roman. Despite the disaster of her first lesson leading to thoughts of quitting, she, with Roman's help, perseveres in part due to the two of them being tied together in a personal sense out of circumstance. In the process, the two make a human connection as Avery flourishes as a waltzer and changes as a person. As a romance between the two seems a possibility, that possibility is threatened as David reenters her life asking for her forgiveness in wanting their marriage plans to get back on track. —Huggo ",7878
351,Unspeakable,2002,HorrorThriller,3.6 / 10,https://yts.rs/movie/unspeakable-2002," The scientist Diana Purlow is performing experiments with the mind of criminals sentenced to death in the prison of the sadistic warden Earl Blakely. She tests an apparatus she developed and capable of read minds in a man that claims to be innocent of a murder, but she is not able to convince her former lover and Governor to call off the execution. When the serial killer Jesse Mowatt is arrested and sentenced to death, she convinces the warden to submit Jesse to her experiment. While working with the murderer, Diana faces pure evil in its essence. —Claudio Carvalho, Rio de Janeiro, Brazil ",3939
352,A Raisin in the Sun,2008,Drama,6.5 / 10,https://yts.rs/movie/a-raisin-in-the-sun-2008," After moving to Chicago's South Side in the 1950s, a black family struggles to deal with poverty, racism, and inner conflict as they strive for a better life. Adapted for the screen from Lorraine Hansberry's play, this is a moving portrait of dreams deferred. —Anonymous ",4747
353,Five Star Christmas,2020,ComedyRomance,7.3 / 10,https://yts.rs/movie/five-star-christmas-2020," Lucy Ralston (Bethany Joy Lenz) and her siblings are surprised when their dad converts the family home into a B&B, and just as they're getting over the shock, famed travel writer Bea Turner unexpectedly shows up incognito. To make the struggling inn look more successful, the Ralstons pretend to be guests and must maintain the charade for the duration of Bea's visit. Another guest, Jake (Victor Webster), checks in unexpectedly and attracts Lucy. As the two grow closer, Lucy feels terrible deceiving him, but it turns out that Jake has his own secret. ",8282
354,Pino,2021,Documentary,6 / 10,https://yts.rs/movie/pino-2021," Roma, summer 1968. A very young Pino Pascali, at the peak of his dazzling artistic career, dies in a motorcycle accident. In 2018 the Pino Pascali Museum buys and exhibits Pascali's work ""Cinque bachi da setola e un bozzolo"". ",2929
355,Rise of the Footsoldier: Origins,2021,ActionCrime,6.5 / 10,https://yts.rs/movie/rise-of-the-footsoldier-origins-2021," Soldier tony tucker returns from the falklands war, a bitter and angry man he soon makes a name for himself in the Essex underworld with his security business and drug dealing, after entering a partnership with gangster Bernard o Mahoney, his life spirals out of control in a cycle of drugs and violence, things get even worse when he meets notorious hard man pat tate and local drug dealer graig Rolfe, culminating in the rettendon Range Rover murders of 1995 ",37370
356,Our Father,2021,ComedyDrama,5.5 / 10,https://yts.rs/movie/our-father-2021," Two troubled sisters embark on a journey to track down their mysterious uncle after their father's suicide. A dark comedy about our common need to seek a higher power to take care of us, when perhaps, it is only up to us instead to take care of each other. —Alex Thompson ",10403
357,Visual Acoustics,2008,Documentary,7.4 / 10,https://yts.rs/movie/visual-acoustics-2008," Visual Acoustics celebrates the life and career of Julius Shulman, the world's greatest architectural photographer, whose images brought modern architecture to the American mainstream. Shulman, who passed away in 2009, captured the work of nearly every modern and progressive architect since the 1930s including Frank Lloyd Wright, Richard Neutra, John Lautner and Frank Gehry. His images epitomized the singular beauty of Southern California's modernist movement and brought its iconic structures to the attention of the general public. This unique film is both a testament to the evolution of modern architecture and a joyful portrait of the magnetic, whip-smart gentleman who chronicled it with his unforgettable images. —Owens/Rothschild ",6666
358,DannyBoy,2020,Comedy,4.1 / 10,https://yts.rs/movie/dannyboy-2020," Set in small town Ireland in 1981, 'Dannyboy' tells the story of a young man trying to find love among New Romantics, Post Punks, Goths and others tribes. The film centres around Daniel, an anxious, stuttering teen in his attempt to save his demented family in the midst of a compromising love triangle. ",6161
359,A River Below,2017,Documentary,7.2 / 10,https://yts.rs/movie/a-river-below-2017," A RIVER BELOW captures the Amazon in all its complexity as it examines the actions of environmental activists using the media in an age where truth is a relative term. The film follows a reality TV star and a renowned marine biologist as they each attempt to save the Amazon pink river dolphin from being hunted to extinction. With gorgeous, sweeping aerial views we gain perspective from above, but as the film plunges deep into the murky, tangled rivers, we uncover a scandal that has no simple solution. A RIVER BELOW is a completely unexpected film - a knotty poem of duality and dissonance and a journey into ourselves as we attempt to better this world. —Sandarba ",5959
360,25 April,2015,AnimationDocumentary,7.1 / 10,https://yts.rs/movie/25-april-2015, The tragic 1915 Gallipoli Campaign of WW1 is told through the perspective of six New Zealanders who were involved. ,9191
361,Kiss or Kill,1997,CrimeDrama,6.3 / 10,https://yts.rs/movie/kiss-or-kill-1997," Two young scam artists rob their drugged victims after the woman is picked up in bars and taken to a hotel room. The only problem is that their latest victim dies. Looking at his stuff, they suddenly find a video tape with a former athlete sexually involved with a young boy. The woman contacts the athlete and sets off a series of murders in which they are incriminated and a chase across Australia led by the athlete, the police, and an aborigine tracker. —John Sacksteder ",7878
362,Second Half,2021,Comedy,3.6 / 10,https://yts.rs/movie/second-half-2021, After a game loss the coach of the national football team is under scrutiny from a member of the press. The reporter then unknowingly starts dating the daughter of the coach. ,5151
363,Babs,2017,BiographyDrama,6.3 / 10,https://yts.rs/movie/babs-2017," In 1993 middle-aged actress Barbara Windsor sits on a stage, conversing with John Deeks, the dead father who recognized her talent as a child but disappeared from her life after her parents divorced, her mother giving her her stage name. From stage school Barbara starts singing at Ronnie Scott's club, where she meets the charming but crooked Ronnie Knight, ending up a pregnant prisoner's wife, in need of an abortion. Things look up when she joins Joan Littlewood's Theatre Workshop group and gets a part in Lionel Bart's 'Fings Ain't Wot They Used to Be'. Film and television parts slowly come in, notably the 'Carry On' franchise, and despite Joan's warning that Barbara may be type-cast as the perpetual dumb blonde Barbara is smart enough to exploit the persona, acquiring a handsome young husband and becoming a national treasure. —don @ minifie-1 ",6969
364,Winnebago Man,2009,BiographyComedy,7.2 / 10,https://yts.rs/movie/winnebago-man-2009," Jack Rebney is the most famous man you've never heard of - after cursing his way through a Winnebago sales video, Rebney's outrageously funny outtakes became an underground sensation and made him an internet superstar. Filmmaker Ben Steinbauer journeys to the top of a mountain to find the recluse who unwittingly became the ""Winnebago Man."" —Anonymous ",7474
365,Upcoming,2021,Drama,6.6 / 10,https://yts.rs/movie/upcoming-2021," Chen Chen, a high school student, finds the love affair of her mother just before the college entrance exam and gets depressed. After the unsuccessful exam, Chen gets acquainted with Zheng Yu Xing, a handsome campus cyber celebrity, because of a lie. The two join hands to face growing pains, and witness growth and metamorphoses of each other, in the summer of their unsettled youth. ",9191
366,Dead Good,2019,Documentary,7 / 10,https://yts.rs/movie/dead-good-2019, Several people died during the making of this film. ,7474
367,Essex Boys,2000,CrimeThriller,6.1 / 10,https://yts.rs/movie/essex-boys-2000," The film is based loosely around events in December 1995 that culminated in the murders of three drug dealers in Rettendon, Essex, UK. On 6th December Patrick Tate, Craig Rolfe and Tony Tucker, three drug dealers well known to the police, were lured to Workhouse Lane, Rettendon. There they were blasted to death with a shot gun while sitting in their Range Rover. They had been lured to their deaths on the pretext of a lucrative drugs deal. The three bodies were found the following morning, 7 December 1995. —Anonymous ",9696
368,Diamond Head,1962,DramaRomance,6 / 10,https://yts.rs/movie/diamond-head-1962," Rich Hawaiian pineapple grower and US Senatorial candidate Richard Howland tries to control everything and everyone around him, including his headstrong sister, Slone. Howland learns the hard way that money and power cannot buy love and happiness. —Marinelle K. Szenasy ",7474
369,One More Flip,2021,Drama,5.1 / 10,https://yts.rs/movie/one-more-flip-2021, A final drug deal go wrong landing Demarco Beasley in jail with no one else to turn so he turns to his girlfriend Taji adds dealing drugs already full plate. ,9393
370,Like Dogs,2021,ActionHorror,4.3 / 10,https://yts.rs/movie/like-dogs-2021, A behavioral experiment treating humans like animals goes awry when a University Student manipulates the research with deadly results. ,17069
371,Six Three Times,2021,Drama,5.5 / 10,https://yts.rs/movie/six-three-times-2021, A peaceful journey becomes a hikers nightmare as he encounters several disturbing interactions from obscured wanderers. ,7272
372,A Bend in the River,2020,Drama,5.8 / 10,https://yts.rs/movie/a-bend-in-the-river-2020," The story of a writer who returns to Ireland, after spending twenty five years in New York, to confront the ghosts of his past. ",7474
373,The Black Book,2021,Horror,3.4 / 10,https://yts.rs/movie/the-black-book-2021," A collector of rare books finds the rumored ""Black Book"". Each of the stories is told by different directors, shot all over the United States. ",8888
374,The Brothers Rico,1957,CrimeDrama,6.8 / 10,https://yts.rs/movie/the-brothers-rico-1957," Eddie Rico, the erstwhile bookkeeper for a big Mafia boss, is now making a living as an honest merchant in Florida with his family. Things go sour when the police start a search for his syndicate-linked brothers who are on the lam after a big hit, forcing Eddie to get involved with the Mafia again. —Volker Boehm / Hans Delbruck ",6161
375,Startup: The Real Story,2021,Documentary,8.3 / 10,https://yts.rs/movie/startup-the-real-story-2021," Over the years Malaysia has invested millions into promoting tech startup, in an attempt to replicate Silicon Valley in the West. This documentary looks at a 10year journey of e-Sentral, an e-book tech company that began as a startup, and its journey going through the different phases of growth. The film interviews startup industry players in Malaysia; leaders, executives, and entrepreneurs sharing their perspectives and experiences on how it actually is, and not as how it has been typically portrayed to be. A must watch if you like the tech space as the film portrays a genuine feel for perseverance and grit. —Andy Ridgway ",7171
376,In the Beginning,2009,Drama,7.1 / 10,https://yts.rs/movie/in-the-beginning-2009," France, present day. A professional conman passes himself off as the boss of a construction site building a highway extension. He cons the whole region, hires dozens of workers and cynically enjoys the profits of his scam until he meets the lady mayor of a small village that the road will go through. She intrigues and unsettles him, before revealing to him a world he never knew: feelings. How far will he go now to save his victims and save himself from his own lies? —The Film Catalogue ",5050
377,Dynamite Fighters,1987,ActionDrama,6.4 / 10,https://yts.rs/movie/dynamite-fighters-1987, Action film about Chinese resistance after Japanese invasion in 1930's ,4848
378,Ai qing lai le,1997,ComedyDrama,6.8 / 10,https://yts.rs/movie/ai-qing-lai-le-1997," Ah-Sheng is a baker. He loves singing a lot although he sings poorly. For a long time, he has been thinking about participating in a singing contest program on the cable TV. One day, he meets his dream girl who went to the same elementary school. Her name is Li-Hua. She does not remember Ah-Sheng any more. His inferiority complex makes him ashamed to tell her that he used to be her best friend in the elementary school. The only thing he can do is to secretly watch her buying lemon pies in the bakery. Seeing Li-Hua again lights up his love toward her. Also, it reminds him of the sweet memories of their past. When they were little, they both believed in the existence of the ""Invisible Man."" Therefore, they always investigated the whereabout of the ""Invisible Man"" together. The night before the graduation, Li-Hua disappeared. From then on, Ah-Sheng began to assume that Li-Hua has become invisible and kept him company ever since. Finding Li-Hua again is a great opportunity that Ah-Sheng wants to hold on to. Thus, he wants to express his feeling toward Li-Hua by joining the singing contest on the cable TV. ",3434
379,Troublemakers,1994,ComedyFamily,6.1 / 10,https://yts.rs/movie/troublemakers-1994, Two brothers who hate each other are going to spend Christmas with their mother. She tries to get them together. —Jan Lipsansky ,7777
